Class,Content,ID,Platform
politics,RT @AJABreaking: عاجل | بوتين: لا بد من إطلاق حوار واسع بين الحكومة السورية وكافة الجماعات الكردية المسلحة,1194731602695393280,twitter
politics,RT @AJABreaking: عاجل | أردوغان: تركيا ستزيد من الدعم العسكري لليبيا إذا اقتضت الضرورة وستدرس الخيارات الجوية والبرية والبحرية,812386155471598_2313615765348622,facebook
politics,"RT @ajanet_ar: ""قرار سياسي""
الخطوة قد تترك عددًا قليلًا من موظفي السفارة لتولي مهمة مواجهة #إيران دبلوماسيًا

التفاصيل 👇
https://t.co/2FtRD…",812386155471598_1010456148997930,facebook
politics,"""تراجعوا عن العقوبات الاقتصادية واحترموا الشعب الإيراني"".. #إيران ترد على دعوات أمريكا للقاء والتفاوض، مؤكدة سعيها لمصالحها القومية وليس للاتقاط الصور مع #ترمب 
| صهيب العصا – الجزيرة – طهران ",1080524123812519937,twitter
art-and-entertainment,أول مسلسل عربي من إنتاج نتفلكس يتعرض لهجوم حاد، ومطالب بوقف عرضه.. ما القصة؟ ,1139714139318886400,twitter
politics,"الاتحاد الأوروبي لا يتسامح مع من يهدد أمنه.. قائمته السوداء بـ 16 دولة، انضمت إليها ""مبدئيا"" #السعودية
تقرير: ناصر آيت طاهر ",1089251632427094016,twitter
art-and-entertainment,"""لدي بشرة تجعلني مميزاً""
من نجم البوب مايكل جاكسون إلى عارض الأزياء التنزاني ميكي ديو.. قصص أشخاص تعايشوا مع مرض البهاق وحققوا نجاحاً عالمياً. 
ماذا تعرفون عن هذا المرض؟ ",812386155471598_1662217350488470,facebook
politics,"3 وفود مغربية في إسرائيل.. تاريخ من التطبيع
ثلاثة وفود مغربية تزور إسرائيل خلال شهرين. هذه لمحة عن تاريخ العلاقات ما بينهما.  إعداد: هاني نعيم مونتاج: ايمن الخطيب  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",UkdqDxXTBIE,youtube
politics,سعودي لقناة عبرية: أطالب بإشراف إسرائيلي على #الأقصى بدلا من #الأردن ,1154383298203807744,twitter
others,@Ma14156295 الحمد لله أنك تدرس الدكتوراه 😳,lQliBDqvHIo,youtube
politics,"""غصن الزيتون"" تحكم قبضتها على عفرين والأعلام التركية وأعلام الثورة السورية ترفرف في قلب المدينة.",1199946507471986689,twitter
others,"@SHHAB102030 @Eyaaaad لا تقلق عزيزي.. سنحاول إنتاج القصة بالعربية 😄
يسعد صباحك",1192336290596954113,twitter
politics,"لماذا لم يقتنع أعضاء مجلس الشيوخ بإفادة الإدارة الأميركية؟
",1100281809856647168,twitter
politics,بعد ما وصفوه بتغير موقفها السياسي والعسكري من الحرب في #اليمن.. الحوثيون يعلنون تجميد استهداف مواقع داخل #الإمارات بأي هجمات | تقرير: نسيبة موسى ,812386155471598_1170294973014046,facebook
art-and-entertainment,"#كاريكاتير: #الأقصى 
المزيد في موقع #الجزيرة_نت:
Www.aljazeera.net",1070196067797364736,twitter
human-rights-press-freedom,"""لم أتصور أبداً أن يأتي هذا اليوم.. ها هو حلم حياتي يتحقق""
بعد رحلة طويلة من الإقصاء والحرمان من الجنسية طوال حياتها، مها مامو (30عاماً) تحصل أخيراً على الجنسية البرازيلية..
شاهدوا قصتها لتعرفوا ماذا يعني أن تكونوا بدون جنسية؟!",UBa2VRKpxbE,youtube
politics,RT @AJABreaking: عاجل | مجلس الأمن القومي الإيراني للجزيرة: لا صحة للأنباء التي تفيد بتلقينا رسالة من واشنطن عبر #مسقط,1150803773675188226,twitter
education,"إليك أفضل 4 جامعات عربية للدراسة بحسب تصنيف ""كيو إس"" الصادر عن شركة ""ماكواريل سيموند""🤓! بأي منها تود الالتحاق؟ 
#الجزيرة➡️منوعات",odL5-xPZid4,youtube
politics,"#كاريكاتير | إضراب الأسرى
#إضراب_الكرامة",1202805755583307776,twitter
human-rights-press-freedom,رغم مناشدات من منظمات حقوقية.. تنفيذ حكم الإعدام شنقا بحق تسعة متهمين باغتيال النائب العام المصري السابق #هشام_بركات ,1098213179501338625,twitter
science-and-technology,"RT @ajanet_ar: ""تحديث مُضر""
موقع مجلة ""بي سي ماغ"" الأميركية أشار إلى أن تحديث مايكروسوفت الأخير يتسبب في ""تحويل كل شيء إلى اللون البرتقالي""…",812386155471598_1419756481401226,facebook
others,"@_ixm17 كلامك غير مفهوم.. كيف ""ونتائجها رغم فشلها حالياً سوف تنجح""؟!",812386155471598_1404648669578674,facebook
environment,"أمطار وعواصف رعدية في قطر تتسبب في فيضانات جارفة..
تعطلٌ في حركة المرور واضطراب في الرحلات الجوية، والسياسة تقتحم أجواء الأمطار أيضاً..",67OMorFknXs,youtube
politics,RT @AJABreaking: عاجل | بومبيو: العلاقات #السعودية الأمريكية لها أهمية بالغة في مواجهة سلوك النظام الإيراني وتحقيق الاستقرار بالمنطقة,812386155471598_2584959671547562,facebook
politics,"RT @ajanet_ar: ""جرعة من التعقّل""
الصحيفة قالت إن الحرب في #اليمن أصبحت كارثة لا تُطاق ولا رابح فيها.. ماذا يُفهم من الانسحاب الإماراتي؟

ال…",1163860774059683841,twitter
politics,RT @AJABreaking: عاجل |  باسيل: الغاز والنفط في #لبنان يجب أن يكونا مصدرًا للسلام في المنطقة لا للنزاع,G8T8ca-g49k,youtube
education,"""المنحة التركية"" تمنح فرصة لآلاف الطلاب لاستكشاف متعة التعليم التركي والثراء التاريخي والثقافي لهذا البلد 
",812386155471598_2330270513683147,facebook
environment,"#شاهد | غريزة الأمومة.. قطة ترضع سناجب مع صغارها.
#الجزيرة",1186256504728502278,twitter
politics,"الناشط هشام شمس الدين: توافد الآلاف على مقر الاعتصام للإطاحة بالبشير
ولا نريد الانتقال من حكم عسكري لعسكري آخر ",1116216572685770752,twitter
politics,"""لي شرف تجسيد شخصية السيسي... ولا نسخر من مرسي"" أحمد السقا يعلق على فيلم ""سري للغاية""",1130488348814921728,twitter
politics,"RT @ajanet_ar: لغة تهديد
الرئيس الأميركي قال إن ""إيران كانت مكانًا عدوانيًا جدًا عندما وصلتُ للسلطة وكانت الدولة الإرهابية الأولى في العالم…",1143764286482866176,twitter
politics,"""ارفع يدك عن القتلة يا سيادة الرئيس"".. مجلس النواب الأمريكي يوجه رسالة لترمب عبر إقراره مشروع قانون يدعو لوقف الدعم العسكري للتحالف السعودي الإماراتي في #اليمن؟ ",1096141229195169797,twitter
politics,الرئيس المعزول عمر البشير.. المحكمة تقضي بإيداعه مؤسسة إصلاحية لمدة عامين ومصادرة المبالغ المالية | أسامة سيد أحمد | الجزيرة | الخرطوم #الأخبار ,K3yrzCyTa9w,youtube
others,"""فهمت منذ سن مبكرة أنني لن أحصل إلا على فرصة واحدة في الحياة""
.. كيف طبق لاي تشي واي هذه المقولة على أرض الواقع؟",1200005919247097856,twitter
others,@NahedAgaba شكراً لك.. نحاول دائماً أن نبقى قريبين من كُل ما يهمكم 💐,1194144977913294848,twitter
politics,RT @AJABreaking: عاجل | المتحدث باسم وزارة الدفاع #السعودية: الهجمات علينا تشن بأسلحة إيرانية,1174333489585500164,twitter
crime-war-conflict,RT @AJABreaking: عاجل | مراسل #الجزيرة: محكمة بريطانية تقضي بالسجن 50 أسبوعا على مؤسس ويكيليكس لانتهاكه شروط الإفراج المؤقت,1130836872694042624,twitter
science-and-technology,"#شاهد | نظارة واقع افتراضي مصممة حصريا لهواتف #آيفون
#الجزيرة",812386155471598_1677277258982479,facebook
politics,#الجزيرة أول قناة عربية تدخل #قاعدة_العديد في #قطر وتخرج بسلسلة تقارير عن أهميتها الاستراتيجية وبنيتها التحتية المعقدة ,921302502984712192,twitter
politics,"#السودان في طريقه إلى طيّ صفحة من تاريخه وفتح أخرى.. الصفحة القديمة مليئة بالألم، والصفحة الجديدة لا تقل امتلاء، لكنْ بالتطلعات لغد أفضل, فهل يتغلب المجلس السيادي على تحدّيات الانتقال إلى عهد جديد؟ 
تقرير: مريم أوباييش ",1163224555092975616,twitter
